name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,platform_group,Rating_sem,total_sales
SHIN SANGOKU MUSOU MULTI RAID 2,PSP,2010,Action,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
GROWLANSER GENERATIONS,PS2,2003,Role-Playing,0.06,0.04,0.0,0.01,81.0,77.0,T,PlayStation,Teens,0.11
PUYO PUYO TETRIS,3DS,2014,Puzzle,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
MEGA MAN BATTLE CHIP CHALLENGE,GBA,2003,Misc,0.08,0.03,0.0,0.0,54.0,83.0,E,Nintendo,Everyone,0.11
FATAL FRAME MAIDEN OF BLACK WATER,WiiU,2014,Action,0.0,0.03,0.08,0.0,67.0,76.0,M,Nintendo,Mature,0.11
PRINCE OF PERSIA RIVAL SWORDS,PSP,2007,Action,0.08,0.02,0.0,0.01,74.0,82.0,T,PlayStation,Teens,0.11
SAMURAI WARRIORS 4-II,PS3,2015,Action,0.0,0.0,0.11,0.0,,,T,PlayStation,Teens,0.11
TOM CLANCY'S SPLINTER CELL TRILOGY,PS3,2011,Action,0.0,0.09,0.0,0.02,,,,PlayStation,Pending,0.11
THE LORD OF THE RINGS ARAGORN'S QUEST,DS,2010,Action,0.09,0.02,0.0,0.01,,,E10+,Nintendo,Everyone 10y+,0.12
COLD WINTER,PS2,2005,Shooter,0.06,0.04,0.0,0.01,73.0,82.0,M,PlayStation,Mature,0.11
RING OF RED,PS2,2000,Strategy,0.06,0.04,0.0,0.01,82.0,87.0,T,PlayStation,Teens,0.11
INTERNATIONAL TRACK & FIELD 2000,PS,1999,Sports,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
STUBBS THE ZOMBIE IN REBEL WITHOUT A PULSE,XB,2005,Action,0.08,0.02,0.0,0.0,75.0,81.0,M,Xbox,Mature,0.1
BATMAN DARK TOMORROW,XB,2003,Action,0.08,0.02,0.0,0.0,25.0,36.0,T,Xbox,Teens,0.1
GIRL TIME,DS,2009,Simulation,0.11,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.12
PING PALS,DS,2004,Misc,0.1,0.0,0.0,0.01,28.0,39.0,E,Nintendo,Everyone,0.11
MLB 13 THE SHOW,PSV,2013,Sports,0.1,0.0,0.0,0.02,75.0,75.0,E,PlayStation,Everyone,0.12000000000000001
MYSTERY PI - PORTRAIT OF A THIEF,DS,2008,Adventure,0.1,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.11
18 WHEELER AMERICAN PRO TRUCKER,GC,2002,Racing,0.09,0.02,0.0,0.0,52.0,68.0,E,Nintendo,Everyone,0.11
NARUTO ULTIMATE COLLECTION,PS2,2008,Misc,0.06,0.04,0.0,0.01,,,T,PlayStation,Teens,0.11
THE KING OF FIGHTERS '99,PS,2000,Fighting,0.0,0.0,0.11,0.01,,89.0,T,PlayStation,Teens,0.12
SUPER RUN FOR MONEY TOUSOUCHUU ATSUMARE! SAIKYOU NO TOUSOU MONOTACHI,3DS,2015,Action,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
MASS DESTRUCTION,PS,1997,Shooter,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
SHINSEIKI EVANGELION KOUTETSU NO GIRLFRIEND,SAT,1998,Adventure,0.0,0.0,0.11,0.0,,,,Other,Pending,0.11
SPLIT/SECOND,PSP,2010,Racing,0.08,0.02,0.0,0.02,63.0,67.0,E10+,PlayStation,Everyone 10y+,0.12000000000000001
WARHAMMER BATTLE MARCH,X360,2008,Strategy,0.09,0.02,0.0,0.01,55.0,67.0,M,Xbox,Mature,0.12
BATMAN RISE OF SIN TZU,XB,2003,Action,0.08,0.02,0.0,0.0,67.0,77.0,T,Xbox,Teens,0.1
THE KING OF FIGHTERS XII,X360,2009,Fighting,0.09,0.0,0.01,0.01,63.0,42.0,T,Xbox,Teens,0.10999999999999999
SUPER SWING GOLF SEASON 2,Wii,2007,Sports,0.08,0.0,0.03,0.01,70.0,,E10+,Nintendo,Everyone 10y+,0.12
GARFIELD'S FUN FEST,DS,2008,Platform,0.07,0.03,0.0,0.01,44.0,,E,Nintendo,Everyone,0.11
QUEEN'S BLADE SPIRAL CHAOS,PSP,2009,Role-Playing,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
DESKTOP TOWER DEFENSE,DS,2009,Strategy,0.1,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.11
JIKKYOU POWERFUL PRO YAKYUU '95,PS,1994,Sports,0.0,0.0,0.11,0.01,,,,PlayStation,Pending,0.12
SPY VS SPY,XB,2005,Action,0.08,0.02,0.0,0.0,53.0,80.0,T,Xbox,Teens,0.1
CORALINE,PS2,2009,Action,0.06,0.04,0.0,0.01,39.0,20.0,E10+,PlayStation,Everyone 10y+,0.11
SEGA TOURING CAR CHAMPIONSHIP,SAT,1996,Racing,0.0,0.0,0.11,0.0,,,,Other,Pending,0.11
COLD FEAR,PS2,2005,Action,0.06,0.04,0.0,0.01,68.0,77.0,M,PlayStation,Mature,0.11
ZANGEKI NO REGINLEIV,Wii,2010,Action,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
ZUBO,DS,2008,Misc,0.08,0.02,0.0,0.01,75.0,76.0,E10+,Nintendo,Everyone 10y+,0.11
DAITO GIKEN KOUSHIKI PACHI-SLOT SIMULATOR HIHOUDEN,PS2,2006,Misc,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
MY SAT COACH WITH THE PRINCETON REVIEW,DS,2008,Misc,0.1,0.0,0.0,0.01,,,,Nintendo,Pending,0.11
NHL HITZ 20-03,XB,2002,Sports,0.08,0.02,0.0,0.0,81.0,85.0,E,Xbox,Everyone,0.1
MURAKUMO RENEGADE MECH PURSUIT,XB,2002,Shooter,0.04,0.01,0.06,0.0,48.0,75.0,T,Xbox,Teens,0.11
THE HARDY BOYS TREASURE ON THE TRACKS,DS,2009,Adventure,0.1,0.0,0.0,0.01,65.0,,E,Nintendo,Everyone,0.11
GUN METAL,XB,2002,Shooter,0.08,0.02,0.0,0.0,63.0,76.0,T,Xbox,Teens,0.1
FUNKY BARN,3DS,2012,Simulation,0.07,0.03,0.0,0.01,,,,Nintendo,Pending,0.11
TRANSFORMER RISE OF THE DARK SPARK,PS3,2014,Action,0.04,0.04,0.01,0.02,,,,PlayStation,Pending,0.11
CORY IN THE HOUSE,DS,2007,Action,0.1,0.0,0.0,0.01,,95.0,E,Nintendo,Everyone,0.11
PRO YAKY? SPIRITS 5,PS3,2008,Sports,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
BLOODRAYNE,GC,2002,Shooter,0.09,0.02,0.0,0.0,73.0,85.0,M,Nintendo,Mature,0.11
MOTOGP 14,PS3,2014,Racing,0.05,0.05,0.0,0.02,,,E,PlayStation,Everyone,0.12000000000000001
METAL SLUG 4 & 5,PS2,2005,Shooter,0.05,0.04,0.0,0.01,,,,PlayStation,Pending,0.09999999999999999
ECW ANARCHY RULZ,PS,1999,Fighting,0.06,0.04,0.0,0.01,43.0,63.0,E,PlayStation,Everyone,0.11
INUYASHA A FEUDAL FAIRY TALE,PS,2002,Fighting,0.0,0.0,0.1,0.01,69.0,90.0,T,PlayStation,Teens,0.11
WHERE THE WILD THINGS ARE,X360,2009,Platform,0.1,0.0,0.0,0.01,51.0,54.0,E10+,Xbox,Everyone 10y+,0.11
TOUKIDEN 2,PSV,2016,Action,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
TMNT,PSP,2007,Action,0.1,0.0,0.0,0.01,37.0,41.0,E10+,PlayStation,Everyone 10y+,0.11
J-LEAGUE WINNING ELEVEN 9 ASIA CHAMPIONSHIP,PS2,2005,Sports,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
SABRINA THE TEENAGE WITCH POTION COMMOTION,GBA,2002,Action,0.08,0.03,0.0,0.0,63.0,28.0,E,Nintendo,Everyone,0.11
HAPPY FEET TWO,3DS,2011,Action,0.08,0.02,0.0,0.01,,,,Nintendo,Pending,0.11
TRANSFORMER RISE OF THE DARK SPARK,XOne,2014,Action,0.07,0.03,0.0,0.01,,,,Xbox,Pending,0.11
POCKET PETS,DS,2007,Simulation,0.1,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.11
PAC-MAN PINBALL ADVANCE,GBA,2005,Misc,0.08,0.03,0.0,0.0,52.0,,E,Nintendo,Everyone,0.11
YU YU HAKUSHO TOURNAMENT TACTICS,GBA,2004,Strategy,0.08,0.03,0.0,0.0,,68.0,E,Nintendo,Everyone,0.11
HOME RUN KING,GC,2002,Sports,0.09,0.02,0.0,0.0,66.0,,E,Nintendo,Everyone,0.11
TO HEART 2 DUNGEON TRAVELERS,PSP,2011,Adventure,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
WWE ALL STARS,PS2,2011,Fighting,0.05,0.04,0.0,0.01,,34.0,T,PlayStation,Teens,0.09999999999999999
MLB POWER PROS,PS2,2007,Sports,0.0,0.0,0.11,0.0,80.0,88.0,E,PlayStation,Everyone,0.11
DEMENTIUM II,DS,2010,Shooter,0.09,0.01,0.0,0.01,75.0,83.0,M,Nintendo,Mature,0.10999999999999999
VIRTUA FIGHTER CG PORTRAIT SERIES VOL1 SARAH BRYANT,SAT,1995,Misc,0.0,0.0,0.11,0.0,,,,Other,Pending,0.11
GOLDENEYE ROGUE AGENT,DS,2005,Shooter,0.1,0.0,0.0,0.01,58.0,75.0,T,Nintendo,Teens,0.11
KOUSOKU CARD BATTLE CARD HERO,DS,2007,Strategy,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
BLAZBLUE CALAMITY TRIGGER PORTABLE,PSP,2010,Fighting,0.07,0.01,0.03,0.01,82.0,78.0,T,PlayStation,Teens,0.12
AIRFORCE DELTA STRIKE,PS2,2004,Simulation,0.05,0.04,0.0,0.01,66.0,70.0,T,PlayStation,Teens,0.09999999999999999
TOKIMEKI MEMORIAL GIRL'S SIDE 2ND SEASON,DS,2008,Adventure,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
DISNEY'S PETER PAN RETURN TO NEVER LAND,GBA,2002,Platform,0.08,0.03,0.0,0.0,,,,Nintendo,Pending,0.11
PIMP MY RIDE,Wii,2008,Racing,0.1,0.0,0.0,0.01,26.0,38.0,T,Nintendo,Teens,0.11
THE FAIRLY ODD PARENTS BREAKIN DA RULES,XB,2003,Platform,0.08,0.02,0.0,0.0,,,,Xbox,Pending,0.1
CAPCOM VS SNK 2 EO,GC,2002,Fighting,0.09,0.02,0.0,0.0,68.0,89.0,T,Nintendo,Teens,0.11
HOT WHEELS VELOCITY X,GC,2002,Racing,0.09,0.02,0.0,0.0,55.0,64.0,E,Nintendo,Everyone,0.11
OPEN SEASON,X360,2006,Platform,0.1,0.0,0.0,0.01,59.0,73.0,E10+,Xbox,Everyone 10y+,0.11
AKIBA'S TRIP UNDEAD & UNDRESSED,PS3,2013,Action,0.05,0.01,0.04,0.01,,,,PlayStation,Pending,0.11
DE BLOB 2,DS,2011,Platform,0.08,0.02,0.0,0.01,75.0,82.0,E,Nintendo,Everyone,0.11
CALL OF JUAREZ THE CARTEL,PC,2011,Shooter,0.05,0.05,0.0,0.01,51.0,33.0,M,PC,Mature,0.11
FABULOUS FINDS,DS,2009,Puzzle,0.1,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.11
LET'S PLAY GARDEN,DS,2010,Simulation,0.1,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.11
EA REPLAY,PSP,2006,Action,0.1,0.0,0.0,0.01,56.0,,T,PlayStation,Teens,0.11
CONTRA ADVANCE THE ALIEN WARS EX,GBA,2002,Shooter,0.08,0.03,0.0,0.0,70.0,,E,Nintendo,Everyone,0.11
JAKE HUNTER DETECTIVE STORY MEMORIES OF THE PAST,DS,2007,Adventure,0.06,0.0,0.05,0.0,72.0,,T,Nintendo,Teens,0.11
ESCAPE THE MUSEUM,Wii,2009,Adventure,0.1,0.01,0.0,0.01,,,E,Nintendo,Everyone,0.12
LEGO NINJAGO SHADOW OF RONIN,PSV,2015,Action,0.01,0.08,0.0,0.02,70.0,,E10+,PlayStation,Everyone 10y+,0.11
SPACE CHIMPS,X360,2008,Platform,0.1,0.0,0.0,0.01,57.0,53.0,E10+,Xbox,Everyone 10y+,0.11
FIFA SOCCER 06,PSP,2005,Sports,0.1,0.0,0.0,0.01,77.0,77.0,E,PlayStation,Everyone,0.11
JASF JANE'S ADVANCED STRIKE FIGHTERS,PS3,2011,Simulation,0.07,0.03,0.0,0.01,41.0,31.0,T,PlayStation,Teens,0.11
THE HISTORY CHANNEL BATTLE FOR THE PACIFIC,Wii,2007,Shooter,0.1,0.0,0.0,0.01,,53.0,T,Nintendo,Teens,0.11
ARMY MEN RTS,PS2,2002,Strategy,0.05,0.04,0.0,0.01,68.0,,T,PlayStation,Teens,0.09999999999999999
MOBILE SUIT GUNDAM MS SENSEN 0079,Wii,2007,Simulation,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
DIGIMON STORY CYBER SLEUTH,PS4,2016,Role-Playing,0.0,0.1,0.0,0.02,75.0,85.0,T,PlayStation,Teens,0.12000000000000001
CLOUDY WITH A CHANCE OF MEATBALLS,Wii,2009,Platform,0.1,0.0,0.0,0.01,68.0,53.0,E,Nintendo,Everyone,0.11
THE SETTLERS,DS,2007,Action,0.1,0.0,0.0,0.01,39.0,56.0,E,Nintendo,Everyone,0.11
STRONGHOLD,PC,2001,Strategy,0.0,0.09,0.0,0.02,81.0,89.0,T,PC,Teens,0.11
NCIS 3D,3DS,2011,Adventure,0.06,0.04,0.0,0.01,,,T,Nintendo,Teens,0.11
SHIN KAMAITACHI NO YORU 11 HITOME NO SUSPECT,PS3,2011,Adventure,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
RIDGE RACER UNBOUNDED,X360,2012,Racing,0.05,0.05,0.0,0.01,71.0,77.0,T,Xbox,Teens,0.11
FAMILY GAME NIGHT 4 THE GAME SHOW,PS3,2011,Misc,0.08,0.02,0.0,0.01,,,E,PlayStation,Everyone,0.11
MORTAL KOMBAT DECEPTION,GC,2005,Fighting,0.09,0.02,0.0,0.0,77.0,89.0,M,Nintendo,Mature,0.11
ESPN NHL HOCKEY,XB,2003,Sports,0.08,0.02,0.0,0.0,88.0,84.0,E,Xbox,Everyone,0.1
MONSTER LAB,PS2,2008,Role-Playing,0.05,0.04,0.0,0.01,,,E10+,PlayStation,Everyone 10y+,0.09999999999999999
YARD SALE HIDDEN TREASURES SUNNYVILLE,DS,2010,Puzzle,0.1,0.0,0.0,0.01,,,E10+,Nintendo,Everyone 10y+,0.11
JOHN DALY'S PROSTROKE GOLF,PS3,2010,Sports,0.09,0.01,0.0,0.01,58.0,41.0,E,PlayStation,Everyone,0.10999999999999999
XXX,GBA,2002,Action,0.08,0.03,0.0,0.0,50.0,50.0,E,Nintendo,Everyone,0.11
MAXIMUM FORCE,PS,1997,Shooter,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
GET UP AND DANCE,Wii,2011,Misc,0.06,0.04,0.0,0.01,,,T,Nintendo,Teens,0.11
TRUTH OR LIES,X360,2010,Misc,0.07,0.03,0.0,0.01,28.0,52.0,T,Xbox,Teens,0.11
WORMS FORTS UNDER SIEGE,PS2,2004,Strategy,0.05,0.04,0.0,0.01,63.0,80.0,T,PlayStation,Teens,0.09999999999999999
GUITAR ROCK TOUR,DS,2007,Misc,0.1,0.0,0.0,0.01,60.0,,E10+,Nintendo,Everyone 10y+,0.11
PUZZLER WORLD 2,DS,2010,Puzzle,0.02,0.07,0.0,0.02,,,E,Nintendo,Everyone,0.11000000000000001
PROJECT SNOWBLIND,XB,2005,Action,0.08,0.02,0.0,0.0,79.0,70.0,T,Xbox,Teens,0.1
ASTRO BOY THE VIDEO GAME,PS2,2009,Action,0.05,0.04,0.0,0.01,56.0,50.0,E10+,PlayStation,Everyone 10y+,0.09999999999999999
GABRIELLE'S GHOSTLY GROOVE 3D,3DS,2011,Adventure,0.08,0.02,0.0,0.01,62.0,74.0,E,Nintendo,Everyone,0.11
SURF'S UP,PSP,2007,Sports,0.02,0.06,0.0,0.03,,,E10+,PlayStation,Everyone 10y+,0.11
BRAVE STORY NEW TRAVELER (US SALES),PSP,2006,Role-Playing,0.11,0.0,0.0,0.0,,,,PlayStation,Pending,0.11
CAKE MANIA,DS,2007,Puzzle,0.09,0.01,0.0,0.01,55.0,61.0,E,Nintendo,Everyone,0.10999999999999999
DISNEY'S EXTREME SKATE ADVENTURE,XB,2003,Sports,0.08,0.02,0.0,0.0,76.0,83.0,E,Xbox,Everyone,0.1
TALES OF PHANTASIA (PS1 & PSP VERSIONS),PSP,2006,Role-Playing,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
KOUCHUU OUJA MUSHI KING SUPER COLLECTION,DS,2007,Action,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
THE ADVENTURES OF JIMMY NEUTRON BOY GENIUS JET FUSION,GC,2003,Action,0.09,0.02,0.0,0.0,,,,Nintendo,Pending,0.11
NICKELODEON DANCE,X360,2011,Misc,0.08,0.02,0.0,0.01,,,E,Xbox,Everyone,0.11
PAC-MAN WORLD 2,GBA,2005,Action,0.08,0.03,0.0,0.0,,60.0,E,Nintendo,Everyone,0.11
ODAMA,GC,2006,Misc,0.07,0.02,0.02,0.0,62.0,80.0,E10+,Nintendo,Everyone 10y+,0.11000000000000001
PRIPARA MEZASE! IDOL GRAND PRIX NO1!,3DS,2015,Misc,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
KARAOKE REVOLUTION PRESENTS AMERICAN IDOL ENCORE,X360,2008,Misc,0.1,0.0,0.0,0.01,70.0,70.0,E,Xbox,Everyone,0.11
MOBILE LIGHT FORCE 2,PS2,2002,Shooter,0.05,0.04,0.0,0.01,59.0,,E,PlayStation,Everyone,0.09999999999999999
NAVAL OPS WARSHIP GUNNER,PS2,2003,Simulation,0.05,0.04,0.0,0.01,67.0,89.0,T,PlayStation,Teens,0.09999999999999999
SOMA BRINGER,DS,2008,Role-Playing,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
PAWS & CLAWS PET VET AUSTRALIAN ADVENTURES,DS,2009,Simulation,0.1,0.0,0.0,0.01,,,,Nintendo,Pending,0.11
SHIN SANGOKU MUSOU 6 SPECIAL,PSP,2011,Action,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
GO! SUDOKU (JP SALES),PSP,2005,Puzzle,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
BIONICLE HEROES,GC,2006,Shooter,0.08,0.02,0.0,0.0,51.0,52.0,E10+,Nintendo,Everyone 10y+,0.1
THE KING OF FIGHTERS 2000/2001,PS2,2003,Fighting,0.05,0.04,0.0,0.01,71.0,86.0,T,PlayStation,Teens,0.09999999999999999
VALKYRIE DRIVE BHIKKHUNI,PSV,2015,Action,0.0,0.03,0.07,0.01,72.0,85.0,M,PlayStation,Mature,0.11
TOP GEAR RALLY 2,N64,1999,Racing,0.09,0.02,0.0,0.0,,,,Nintendo,Pending,0.11
CHOPPER ATTACK,N64,1997,Action,0.09,0.02,0.0,0.0,,,,Nintendo,Pending,0.11
VIGILANTE 8 2ND OFFENSE,N64,2000,Racing,0.09,0.02,0.0,0.0,,,,Nintendo,Pending,0.11
FIGHTING FORCE 64,N64,1999,Action,0.09,0.02,0.0,0.0,,,,Nintendo,Pending,0.11
LUNACY,SAT,1996,Adventure,0.0,0.0,0.11,0.0,,,,Other,Pending,0.11
SNOWBOARD KIDS 2,N64,1999,Sports,0.09,0.02,0.0,0.0,,,,Nintendo,Pending,0.11
BATMAN & ROBIN,PS,1998,Action,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
TONIC TROUBLE,N64,1999,Platform,0.09,0.02,0.0,0.0,,,,Nintendo,Pending,0.11
NUCLEAR STRIKE 64,N64,1999,Simulation,0.09,0.02,0.0,0.0,,,,Nintendo,Pending,0.11
CHAMELEON TWIST,N64,1997,Platform,0.09,0.02,0.0,0.0,,,,Nintendo,Pending,0.11
DUALPENSPORTS,3DS,2011,Sports,0.05,0.05,0.0,0.01,58.0,,E10+,Nintendo,Everyone 10y+,0.11
GREASE,DS,2010,Misc,0.1,0.0,0.0,0.01,,,E10+,Nintendo,Everyone 10y+,0.11
THE KING OF FIGHTERS COLLECTION THE OROCHI SAGA,Wii,2008,Fighting,0.1,0.0,0.0,0.01,70.0,,T,Nintendo,Teens,0.11
THE SPIDERWICK CHRONICLES,X360,2008,Action,0.09,0.01,0.0,0.01,59.0,,E10+,Xbox,Everyone 10y+,0.10999999999999999
BODYCOUNT,PS3,2011,Shooter,0.05,0.05,0.0,0.02,50.0,35.0,M,PlayStation,Mature,0.12000000000000001
STREET FIGHTER COLLECTION,SAT,1996,Fighting,0.0,0.0,0.11,0.0,,,,Other,Pending,0.11
NINJA ASSAULT,PS2,2002,Shooter,0.05,0.04,0.0,0.01,60.0,53.0,T,PlayStation,Teens,0.09999999999999999
SAMURAI WARRIORS 4,PSV,2014,Action,0.0,0.0,0.11,0.0,76.0,86.0,T,PlayStation,Teens,0.11
WINTER STARS,Wii,2011,Sports,0.05,0.05,0.0,0.01,,,E,Nintendo,Everyone,0.11
HASBRO FAMILY GAME NIGHT FUN PACK,Wii,2011,Misc,0.1,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.11
PLANET 51,PS3,2009,Action,0.07,0.03,0.0,0.01,50.0,,E,PlayStation,Everyone,0.11
GUNGRIFFON BLAZE,PS2,2000,Simulation,0.05,0.04,0.0,0.01,73.0,,T,PlayStation,Teens,0.09999999999999999
FRONTIER GATE,PSP,2011,Role-Playing,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
HIGURASHI NO NAKU KORO NI MATSURI,PS2,2007,Adventure,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
ARMY MEN SOLDIERS OF MISFORTUNE,DS,2008,Shooter,0.1,0.0,0.0,0.01,35.0,,E,Nintendo,Everyone,0.11
TOP ANGLER REAL BASS FISHING,PS2,2002,Sports,0.05,0.04,0.0,0.01,,,,PlayStation,Pending,0.09999999999999999
ERAGON,PSP,2006,Action,0.1,0.0,0.0,0.01,59.0,,T,PlayStation,Teens,0.11
BREAKOUT,PS,1999,Puzzle,0.06,0.04,0.0,0.01,,,E,PlayStation,Everyone,0.11
AKB48+ME,3DS,2012,Action,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
ALIAS,PS2,2004,Action,0.05,0.04,0.0,0.01,64.0,80.0,T,PlayStation,Teens,0.09999999999999999
SAKURA TAISEN HANAGUMI TSUUSHIN,SAT,1997,Misc,0.0,0.0,0.11,0.0,,,,Other,Pending,0.11
FAMICOM MINI FAMICOM TANTEI CLUB - KIETA KOUKEISHA ZENKOUHEN,GBA,2004,Adventure,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
CALLING,Wii,2009,Adventure,0.06,0.04,0.0,0.01,49.0,67.0,T,Nintendo,Teens,0.11
YOMAWARI,PSV,2015,Adventure,0.02,0.02,0.06,0.01,,,,PlayStation,Pending,0.11
NIGHT AT THE MUSEUM BATTLE OF THE SMITHSONIAN,X360,2009,Action,0.07,0.03,0.0,0.01,50.0,71.0,E10+,Xbox,Everyone 10y+,0.11
PINBALL HALL OF FAME THE WILLIAMS COLLECTION,PSP,2008,Misc,0.09,0.01,0.0,0.01,78.0,,E10+,PlayStation,Everyone 10y+,0.10999999999999999
SPYBORGS,Wii,2009,Action,0.09,0.01,0.0,0.01,66.0,63.0,T,Nintendo,Teens,0.10999999999999999
ESA GAME PACK,PS3,2010,Misc,0.1,0.0,0.0,0.01,,,T,PlayStation,Teens,0.11
OUTLAW GOLF NINE HOLES OF CHRISTMAS,XB,2002,Sports,0.08,0.02,0.0,0.0,,,,Xbox,Pending,0.1
INVIZIMALS THE LOST TRIBES,PSP,2011,Action,0.0,0.08,0.0,0.03,,,,PlayStation,Pending,0.11
NHL RIVALS 2004,XB,2003,Sports,0.08,0.02,0.0,0.0,65.0,88.0,E,Xbox,Everyone,0.1
BODYCOUNT,X360,2011,Shooter,0.07,0.03,0.0,0.01,53.0,47.0,M,Xbox,Mature,0.11
X-MEN NEXT DIMENSION,XB,2002,Fighting,0.08,0.02,0.0,0.0,56.0,,T,Xbox,Teens,0.1
TYCO RC ASSAULT WITH A BATTERY,PS,1999,Racing,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
FELONY 11-79,PS,1997,Racing,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
MACHINARIUM,PC,2009,Adventure,0.0,0.09,0.0,0.02,85.0,88.0,,PC,Pending,0.11
AVATAR THE LAST AIRBENDER,PSP,2006,Adventure,0.1,0.0,0.0,0.01,57.0,63.0,E10+,PlayStation,Everyone 10y+,0.11
DEATH JR ROOT OF EVIL,Wii,2008,Platform,0.1,0.0,0.0,0.01,71.0,81.0,T,Nintendo,Teens,0.11
CLASSIC ROAD,SNES,1993,Sports,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
PANZER DRAGOON SAGA,SAT,1997,Role-Playing,0.0,0.0,0.11,0.0,,,,Other,Pending,0.11
MICHAEL PHELPS PUSH THE LIMIT,X360,2011,Sports,0.09,0.01,0.0,0.01,48.0,35.0,E,Xbox,Everyone,0.10999999999999999
NICKTOONS UNITE!,DS,2006,Adventure,0.1,0.0,0.0,0.01,,,,Nintendo,Pending,0.11
LOST IN BLUE,DS,2005,Adventure,0.07,0.02,0.02,0.01,69.0,78.0,E10+,Nintendo,Everyone 10y+,0.12000000000000001
WASTELAND 2,PS4,2015,Role-Playing,0.08,0.0,0.02,0.02,,,,PlayStation,Pending,0.12000000000000001
SMASH COURT TENNIS 3,X360,2007,Sports,0.08,0.02,0.0,0.01,55.0,,E,Xbox,Everyone,0.11
BATMAN RETURN TO ARKHAM,XOne,2016,Action,0.05,0.05,0.0,0.01,77.0,82.0,T,Xbox,Teens,0.11
THE SCORPION KING RISE OF THE AKKADIAN,GC,2002,Action,0.08,0.02,0.0,0.0,49.0,,T,Nintendo,Teens,0.1
SHINING ARK,PSP,2013,Role-Playing,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
TRANSFORMERS BEAST WARS TRANSMETALS,PS,2000,Fighting,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
MY LITTLE SISTER CAN'T BE THIS CUTE PORTABLE,PSP,2012,Action,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
BACKYARD NFL FOOTBALL '10,X360,2009,Sports,0.1,0.0,0.0,0.01,,,,Xbox,Pending,0.11
CONSTANTINE,PS2,2005,Action,0.05,0.04,0.0,0.01,58.0,74.0,M,PlayStation,Mature,0.09999999999999999
CHARLIE AND THE CHOCOLATE FACTORY,XB,2005,Adventure,0.08,0.02,0.0,0.0,39.0,5.0,E,Xbox,Everyone,0.1
DYNASTY TACTICS 2,PS2,2003,Strategy,0.05,0.04,0.0,0.01,78.0,91.0,T,PlayStation,Teens,0.09999999999999999
REAL WORLD GOLF,PS2,2005,Sports,0.05,0.04,0.0,0.01,73.0,63.0,E,PlayStation,Everyone,0.09999999999999999
WINTER HEAT,SAT,1996,Sports,0.0,0.0,0.11,0.0,,,,Other,Pending,0.11
TY THE TASMANIAN TIGER 2 BUSH RESCUE,XB,2004,Platform,0.08,0.02,0.0,0.0,69.0,88.0,E,Xbox,Everyone,0.1
HOLE IN THE WALL DELUXE EDITION,X360,2011,Misc,0.1,0.0,0.0,0.01,,,E,Xbox,Everyone,0.11
